ip_1,ip_2,shared_targets_count,jaccard_overlap,timing_similarity,ua_similarity,endpoint_similarity,failure_similarity,composite_score
103.178.254.75,103.217.205.179,2,0.1333,0.9772,1.0,1.0,1.0,0.8788
185.134.139.250,185.69.150.135,2,0.1538,0.9642,1.0,1.0,0.7778,0.8787
185.134.139.250,185.200.76.122,2,0.1429,0.9524,1.0,1.0,0.9207,0.8786
103.208.212.74,103.237.195.117,3,0.1364,0.9496,1.0,1.0,1.0,0.8786
103.152.138.5,103.236.167.99,2,0.1538,0.9211,1.0,1.0,0.8333,0.8784
103.10.186.9,103.99.158.211,2,0.1429,0.8913,1.0,1.0,1.0,0.8783
185.107.236.234,185.133.189.166,2,0.1333,0.9748,1.0,1.0,1.0,0.8783
185.126.36.214,185.149.146.18,1,0.1429,0.8909,1.0,1.0,1.0,0.8782
185.63.17.94,185.71.48.172,2,0.1538,0.7946,1.0,1.0,1.0,0.8782
185.76.201.240,185.98.33.54,2,0.1333,0.9742,1.0,1.0,1.0,0.8782
103.88.77.130,103.89.199.84,2,0.1333,0.9745,1.0,1.0,1.0,0.8782
185.193.95.46,185.212.43.140,2,0.1333,0.9745,1.0,1.0,1.0,0.8782
103.16.120.161,103.50.82.18,2,0.1538,0.8783,1.0,1.0,0.8889,0.8782
103.137.127.207,103.166.139.148,3,0.1364,0.9617,1.0,1.0,0.9805,0.8781
103.21.11.254,103.50.137.154,3,0.1304,0.999,1.0,1.0,1.0,0.8781
185.36.239.246,185.53.230.203,2,0.1333,0.9734,1.0,1.0,1.0,0.878
185.191.246.23,185.77.7.203,2,0.1429,0.9831,1.0,1.0,0.875,0.8779
103.172.93.22,103.211.18.139,2,0.1429,0.9134,1.0,1.0,0.9682,0.8779
103.207.83.66,103.96.237.173,2,0.1333,0.9726,1.0,1.0,1.0,0.8779
103.205.231.166,103.58.83.89,2,0.1333,0.9726,1.0,1.0,1.0,0.8779
103.42.9.178,103.70.111.180,2,0.1429,0.8889,1.0,1.0,1.0,0.8778
185.152.73.96,185.77.7.203,2,0.1333,0.9828,1.0,1.0,0.9861,0.8778
185.220.29.20,185.51.236.7,2,0.1429,0.9722,1.0,1.0,0.8889,0.8778
103.216.203.198,103.78.106.238,2,0.1333,0.9721,1.0,1.0,1.0,0.8778
185.107.236.234,185.51.236.7,2,0.1429,0.972,1.0,1.0,0.8889,0.8777
185.20.40.68,185.78.105.29,2,0.1429,0.9636,1.0,1.0,0.9,0.8777
103.151.11.248,103.37.234.114,2,0.1333,0.972,1.0,1.0,1.0,0.8777
185.136.245.43,185.94.136.164,2,0.1333,0.9714,1.0,1.0,1.0,0.8776
185.26.103.159,185.36.6.224,2,0.1429,0.888,1.0,1.0,1.0,0.8776
103.220.204.25,103.228.9.171,3,0.1304,0.9969,1.0,1.0,1.0,0.8776
103.43.246.52,103.79.179.243,2,0.1429,0.8874,1.0,1.0,1.0,0.8775
103.117.79.80,103.16.250.117,2,0.1538,0.7909,1.0,1.0,1.0,0.8774
103.189.148.210,103.247.191.66,3,0.1364,0.9438,1.0,1.0,1.0,0.8774
103.100.91.161,103.11.30.176,3,0.1364,0.9436,1.0,1.0,1.0,0.8774
185.127.163.234,185.163.158.177,2,0.1333,0.9699,1.0,1.0,1.0,0.8773
103.152.167.19,103.164.41.203,2,0.1333,0.9692,1.0,1.0,1.0,0.8772
103.136.62.22,103.175.94.73,3,0.1364,0.943,1.0,1.0,1.0,0.8772
185.214.253.81,185.232.244.135,2,0.1429,0.8862,1.0,1.0,1.0,0.8772
103.197.173.151,103.231.138.230,3,0.1429,0.9432,1.0,1.0,0.9231,0.8771
103.124.98.174,103.85.120.170,2,0.1429,0.8856,1.0,1.0,1.0,0.8771
103.195.84.203,103.49.110.249,2,0.1333,0.9689,1.0,1.0,1.0,0.8771
103.15.85.54,103.79.179.243,3,0.1429,0.9926,1.0,1.0,0.8571,0.8771
185.161.180.194,185.42.2.105,2,0.1429,0.9599,1.0,1.0,0.9,0.877
185.214.253.81,185.93.246.245,2,0.1429,0.979,1.0,1.0,0.875,0.877
103.186.92.125,103.46.221.230,2,0.1333,0.9685,1.0,1.0,1.0,0.877
103.119.87.208,103.123.239.91,3,0.1429,0.9057,1.0,1.0,0.9714,0.8769
185.26.103.159,185.36.49.229,2,0.1333,0.9677,1.0,1.0,1.0,0.8769
103.167.72.71,103.208.212.74,3,0.1364,0.9411,1.0,1.0,1.0,0.8769
185.217.217.13,185.39.132.50,1,0.1429,0.8842,1.0,1.0,1.0,0.8768
103.135.168.5,103.213.42.184,3,0.1304,0.9928,1.0,1.0,1.0,0.8768
185.237.115.174,185.94.116.159,2,0.1333,0.9673,1.0,1.0,1.0,0.8768
103.214.10.166,103.92.95.230,3,0.1364,0.9982,1.0,1.0,0.9231,0.8767
185.197.210.31,185.220.29.20,2,0.1333,0.9669,1.0,1.0,1.0,0.8767
103.134.222.153,103.168.93.221,3,0.1304,0.9924,1.0,1.0,1.0,0.8767
103.109.158.148,103.130.35.32,2,0.1429,0.8837,1.0,1.0,1.0,0.8767
185.54.92.42,185.56.4.36,2,0.1333,0.9667,1.0,1.0,1.0,0.8767
103.22.141.103,103.245.242.240,3,0.1304,0.9916,1.0,1.0,1.0,0.8766
185.190.3.194,185.216.38.243,1,0.1429,0.8828,1.0,1.0,1.0,0.8766
103.223.152.17,103.81.65.34,2,0.1429,0.8831,1.0,1.0,1.0,0.8766
185.213.235.36,185.215.93.181,2,0.1538,0.787,1.0,1.0,1.0,0.8766
103.167.72.71,103.222.18.4,3,0.1304,0.9912,1.0,1.0,1.0,0.8765
103.182.118.180,103.69.66.208,2,0.1333,0.9656,1.0,1.0,1.0,0.8765
185.197.210.31,185.213.252.147,2,0.1333,0.9655,1.0,1.0,1.0,0.8764
103.200.15.214,103.249.211.229,2,0.1538,0.893,1.0,1.0,0.8571,0.8764
103.149.55.170,103.212.78.137,3,0.1429,0.8818,1.0,1.0,1.0,0.8764
103.176.152.228,103.232.112.4,2,0.1333,0.9652,1.0,1.0,1.0,0.8764
103.130.117.132,103.230.161.19,3,0.1304,0.9903,1.0,1.0,1.0,0.8763
103.18.70.106,103.235.125.21,2,0.1429,0.8817,1.0,1.0,1.0,0.8763
185.126.249.175,185.133.87.177,2,0.1429,0.8816,1.0,1.0,1.0,0.8763
103.193.67.27,103.45.23.187,2,0.1333,0.9642,1.0,1.0,1.0,0.8762
185.109.8.24,185.190.179.136,2,0.1429,0.881,1.0,1.0,1.0,0.8762
103.232.198.59,103.32.128.225,2,0.1333,0.964,1.0,1.0,1.0,0.8761
185.137.235.20,185.51.65.126,2,0.1333,0.9636,1.0,1.0,1.0,0.8761
103.124.51.53,103.82.153.5,2,0.1429,0.8806,1.0,1.0,1.0,0.8761
103.107.210.18,103.87.2.77,3,0.1304,0.9886,1.0,1.0,1.0,0.876
103.113.18.154,103.125.7.46,2,0.1429,0.9737,1.0,1.0,0.875,0.876
103.201.28.197,103.33.185.129,3,0.1364,0.9416,1.0,1.0,0.9936,0.876
185.172.217.254,185.190.155.244,2,0.1333,0.9629,1.0,1.0,1.0,0.8759
103.249.211.229,103.63.71.14,2,0.1429,0.9032,1.0,1.0,0.9682,0.8759
185.136.245.43,185.72.134.244,2,0.1333,0.9629,1.0,1.0,1.0,0.8759
185.128.187.230,185.193.22.31,2,0.1429,0.9733,1.0,1.0,0.875,0.8759
185.123.32.60,185.45.210.149,2,0.1333,0.9627,1.0,1.0,1.0,0.8759
185.154.213.32,185.56.177.59,2,0.1429,0.9295,1.0,1.0,0.9333,0.8759
103.132.235.122,103.140.251.182,3,0.1429,0.9373,1.0,1.0,0.9231,0.8759
185.107.236.234,185.152.73.96,2,0.1429,0.9622,1.0,1.0,0.8889,0.8758
103.173.91.245,103.18.19.19,3,0.1364,0.9404,1.0,1.0,0.9936,0.8758
103.203.53.17,103.45.10.50,2,0.1538,0.7816,1.0,1.0,1.0,0.8756
103.154.224.169,103.161.162.215,2,0.1333,0.9614,1.0,1.0,1.0,0.8756
103.47.187.8,103.58.143.99,2,0.1538,0.8892,1.0,1.0,0.8571,0.8756
103.186.181.231,103.66.55.220,3,0.1304,0.9862,1.0,1.0,1.0,0.8755
103.172.93.22,103.177.164.1,2,0.1333,0.9932,1.0,1.0,0.9571,0.8755
103.32.220.155,103.69.251.98,3,0.1364,0.9344,1.0,1.0,1.0,0.8755
185.56.54.78,185.77.7.203,2,0.1429,0.9711,1.0,1.0,0.875,0.8755
103.55.41.172,103.83.224.172,3,0.1364,0.9393,1.0,1.0,0.9936,0.8755
185.136.245.43,185.216.72.51,2,0.1667,0.8185,1.0,1.0,0.8,0.8754
185.180.6.76,185.206.157.62,2,0.1429,0.9701,1.0,1.0,0.875,0.8753
103.125.99.91,103.246.153.192,2,0.1429,0.9704,1.0,1.0,0.875,0.8753
103.217.205.179,103.83.4.88,2,0.1333,0.9592,1.0,1.0,1.0,0.8752
103.192.222.134,103.87.2.77,3,0.1364,0.9905,1.0,1.0,0.9231,0.8752
103.207.50.134,103.49.194.187,2,0.1333,0.9594,1.0,1.0,1.0,0.8752
103.113.18.154,103.180.110.227,2,0.1333,0.9583,1.0,1.0,1.0,0.875
103.66.40.13,103.85.62.166,3,0.1364,0.9359,1.0,1.0,0.9936,0.8749
103.208.212.74,103.54.170.172,3,0.1364,0.9891,1.0,1.0,0.9231,0.8749
185.190.3.194,185.238.110.49,2,0.1667,0.8537,1.0,1.0,0.75,0.8749
103.208.212.74,103.23.177.133,3,0.1304,0.9827,1.0,1.0,1.0,0.8748
103.115.26.135,103.31.227.162,2,0.1333,0.9574,1.0,1.0,1.0,0.8748
185.42.56.187,185.61.207.187,2,0.1429,0.8738,1.0,1.0,1.0,0.8748
103.213.28.84,103.29.218.201,2,0.1333,0.9573,1.0,1.0,1.0,0.8748
103.120.233.250,103.190.202.10,3,0.1364,0.9301,1.0,1.0,1.0,0.8747
185.235.57.115,185.67.113.173,2,0.1667,0.7722,1.0,1.0,0.8571,0.8747
103.123.46.79,103.248.12.176,2,0.1333,0.9569,1.0,1.0,1.0,0.8747
185.187.166.202,185.98.44.203,2,0.1333,0.9563,1.0,1.0,1.0,0.8746
103.199.14.63,103.199.170.246,2,0.1429,0.8729,1.0,1.0,1.0,0.8746
103.12.18.100,103.144.165.225,3,0.15,0.8852,1.0,1.0,0.9,0.8745
185.183.235.70,185.71.48.214,2,0.1429,0.9472,1.0,1.0,0.9,0.8744
185.112.102.38,185.185.63.8,2,0.1429,0.8972,1.0,1.0,0.9667,0.8744
103.13.45.162,103.230.161.19,3,0.1364,0.9864,1.0,1.0,0.9231,0.8744
185.128.187.230,185.191.246.23,2,0.1429,0.8718,1.0,1.0,1.0,0.8744
185.107.236.234,185.208.14.213,2,0.1333,0.9548,1.0,1.0,1.0,0.8743
185.125.149.88,185.213.252.147,2,0.1429,0.9539,1.0,1.0,0.8889,0.8741
103.118.94.90,103.88.77.130,2,0.1333,0.9538,1.0,1.0,1.0,0.8741
185.134.224.144,185.171.194.97,2,0.1429,0.9645,1.0,1.0,0.875,0.8741
185.171.16.121,185.185.63.8,2,0.1538,0.9233,1.0,1.0,0.8,0.8739
103.115.62.159,103.63.148.176,3,0.1364,0.9945,1.0,1.0,0.9091,0.8739
103.192.6.11,103.242.25.153,3,0.1304,0.9781,1.0,1.0,1.0,0.8739
185.125.149.88,185.172.217.254,2,0.1429,0.9528,1.0,1.0,0.8889,0.8739
185.24.123.90,185.61.207.187,2,0.1333,0.9526,1.0,1.0,1.0,0.8739
103.69.153.60,103.86.85.236,2,0.1429,0.9521,1.0,1.0,0.8889,0.8738
103.129.168.242,103.217.116.248,2,0.1667,0.9107,1.0,1.0,0.6667,0.8738
103.138.112.199,103.245.167.220,2,0.1429,0.976,1.0,1.0,0.8571,0.8738
185.115.132.188,185.131.223.67,2,0.1333,0.9522,1.0,1.0,1.0,0.8738
103.14.10.87,103.214.76.75,3,0.1429,0.944,1.0,1.0,0.9,0.8738
103.164.41.203,103.233.64.64,2,0.1429,0.9435,1.0,1.0,0.9,0.8737
103.143.197.169,103.185.205.52,3,0.1364,0.979,1.0,1.0,0.9286,0.8737
103.107.14.79,103.47.187.8,2,0.1333,0.9514,1.0,1.0,1.0,0.8736
103.107.210.18,103.211.179.155,3,0.1364,0.9827,1.0,1.0,0.9231,0.8736
185.103.125.152,185.145.11.211,1,0.1429,0.8681,1.0,1.0,1.0,0.8736
185.31.17.78,185.39.28.43,2,0.1429,0.943,1.0,1.0,0.9,0.8736
185.126.45.143,185.161.30.79,2,0.1429,0.9432,1.0,1.0,0.9,0.8736
185.77.7.203,185.94.136.164,2,0.1429,0.962,1.0,1.0,0.875,0.8736
185.133.189.166,185.91.243.149,2,0.1429,0.8681,1.0,1.0,1.0,0.8736
185.224.78.70,185.93.107.46,2,0.1333,0.9508,1.0,1.0,1.0,0.8735
103.146.23.48,103.43.53.168,2,0.1333,0.9506,1.0,1.0,1.0,0.8735
185.120.230.46,185.167.5.217,2,0.1667,0.9804,1.0,1.0,0.5714,0.8735
103.207.83.66,103.219.210.28,2,0.1333,0.9501,1.0,1.0,1.0,0.8734
103.12.173.3,103.78.106.238,2,0.1333,0.9496,1.0,1.0,1.0,0.8733
185.235.206.122,185.94.136.164,2,0.1538,0.8766,1.0,1.0,0.8571,0.8731
185.132.134.169,185.92.117.154,1,0.1429,0.8655,1.0,1.0,1.0,0.8731
103.43.53.168,103.49.194.187,2,0.1333,0.9489,1.0,1.0,1.0,0.8731
103.107.84.127,103.221.231.177,3,0.1304,0.974,1.0,1.0,1.0,0.8731
185.216.117.28,185.232.244.135,2,0.1333,0.9487,1.0,1.0,1.0,0.8731
103.18.19.19,103.208.212.74,3,0.1364,0.9793,1.0,1.0,0.9231,0.873
103.146.23.48,103.237.14.29,2,0.1429,0.8652,1.0,1.0,1.0,0.873
185.128.177.196,185.90.29.179,2,0.1333,0.9586,1.0,1.0,0.9861,0.873
103.21.86.90,103.249.20.164,2,0.1538,0.8933,1.0,1.0,0.8333,0.8729
103.43.246.52,103.63.112.65,2,0.1333,0.9471,1.0,1.0,1.0,0.8728
103.126.152.230,103.197.173.151,3,0.1304,0.9725,1.0,1.0,1.0,0.8728
103.163.154.2,103.190.202.10,3,0.1304,0.9729,1.0,1.0,1.0,0.8728
103.167.67.234,103.228.59.23,2,0.1429,0.9579,1.0,1.0,0.875,0.8728
185.163.182.9,185.94.116.159,2,0.1429,0.9883,1.0,1.0,0.8333,0.8727
103.215.114.160,103.35.211.252,3,0.1364,0.9594,1.0,1.0,0.948,0.8727
103.193.67.27,103.249.20.164,2,0.1429,0.9883,1.0,1.0,0.8333,0.8727
103.173.229.54,103.77.38.136,2,0.1429,0.8637,1.0,1.0,1.0,0.8727
103.167.72.71,103.209.41.5,3,0.1364,0.9824,1.0,1.0,0.9167,0.8726
103.108.170.49,103.231.138.230,3,0.1364,0.92,1.0,1.0,1.0,0.8726
103.154.224.169,103.59.1.31,2,0.1429,0.8624,1.0,1.0,1.0,0.8725
185.134.139.250,185.161.180.194,2,0.1538,0.9328,1.0,1.0,0.7778,0.8725
103.135.177.84,103.202.106.198,2,0.1429,0.9877,1.0,1.0,0.8333,0.8725
103.228.9.171,103.91.215.226,3,0.1364,0.9764,1.0,1.0,0.9231,0.8724
185.128.177.196,185.167.5.217,2,0.1538,0.9934,1.0,1.0,0.6964,0.8724
185.110.252.98,185.141.89.108,2,0.1667,0.8196,1.0,1.0,0.7778,0.8723
103.115.196.163,103.94.135.106,3,0.1364,0.9712,1.0,1.0,0.9295,0.8723
185.216.161.47,185.57.217.192,2,0.1667,0.778,1.0,1.0,0.8333,0.8723
103.14.89.176,103.23.1.181,2,0.1333,0.9441,1.0,1.0,1.0,0.8722
103.198.241.193,103.54.170.172,3,0.1304,0.969,1.0,1.0,1.0,0.8721
103.130.150.125,103.188.34.196,3,0.1364,0.9752,1.0,1.0,0.9231,0.8721
185.233.163.121,185.44.201.32,2,0.1429,0.8607,1.0,1.0,1.0,0.8721
185.133.190.107,185.51.236.7,2,0.1429,0.9433,1.0,1.0,0.8889,0.872
185.163.190.119,185.25.22.138,2,0.1538,0.764,1.0,1.0,1.0,0.872
103.125.7.46,103.47.187.8,2,0.1429,0.9539,1.0,1.0,0.875,0.872
103.152.138.5,103.88.77.130,2,0.1429,0.9834,1.0,1.0,0.8333,0.8717
185.206.157.62,185.63.17.94,2,0.1333,0.9416,1.0,1.0,1.0,0.8717
185.120.230.46,185.75.184.50,2,0.1333,0.9411,1.0,1.0,1.0,0.8716
103.31.33.130,103.39.222.201,3,0.15,0.8575,1.0,1.0,0.9167,0.8715
103.189.85.232,103.245.167.220,2,0.1429,0.9641,1.0,1.0,0.8571,0.8714
103.144.233.35,103.62.37.164,3,0.1364,0.9138,1.0,1.0,1.0,0.8714
103.157.215.155,103.93.112.149,3,0.1304,0.9654,1.0,1.0,1.0,0.8713
103.104.142.43,103.197.32.24,2,0.1429,0.856,1.0,1.0,1.0,0.8712
185.239.18.230,185.31.17.78,2,0.1429,0.9309,1.0,1.0,0.9,0.8712
185.171.194.97,185.44.201.32,2,0.1429,0.95,1.0,1.0,0.875,0.8712
185.239.18.230,185.96.245.164,2,0.1429,0.9311,1.0,1.0,0.9,0.8712
103.176.147.51,103.210.78.90,2,0.1333,0.9389,1.0,1.0,1.0,0.8711
185.145.11.211,185.46.190.237,1,0.1429,0.8556,1.0,1.0,1.0,0.8711
103.48.176.217,103.66.40.13,3,0.1364,0.9795,1.0,1.0,0.9102,0.8711
185.128.177.196,185.206.157.62,2,0.1429,0.9491,1.0,1.0,0.875,0.8711
103.109.69.39,103.22.232.79,2,0.1429,0.9862,1.0,1.0,0.8254,0.871
103.188.34.196,103.94.205.235,3,0.1364,0.9696,1.0,1.0,0.9231,0.871
185.146.249.18,185.51.65.126,2,0.1333,0.9382,1.0,1.0,1.0,0.871
103.154.140.55,103.56.227.157,2,0.1333,0.9381,1.0,1.0,1.0,0.871
103.133.99.17,103.189.85.232,2,0.1333,0.9376,1.0,1.0,1.0,0.8709
103.243.174.78,103.32.86.120,2,0.1429,0.9793,1.0,1.0,0.8333,0.8709
103.119.87.208,103.63.157.15,3,0.1429,0.9296,1.0,1.0,0.9,0.8709
185.163.182.9,185.49.210.34,2,0.1429,0.9793,1.0,1.0,0.8333,0.8709
103.134.169.112,103.92.52.50,3,0.1429,0.9225,1.0,1.0,0.9091,0.8709
185.193.22.31,185.94.249.242,2,0.1333,0.948,1.0,1.0,0.9861,0.8708
103.162.119.84,103.186.180.115,3,0.1304,0.9625,1.0,1.0,1.0,0.8708
103.11.2.46,103.231.118.228,2,0.1429,0.9611,1.0,1.0,0.8571,0.8708
103.145.101.123,103.231.138.230,3,0.1429,0.9116,1.0,1.0,0.9231,0.8708
103.116.46.42,103.199.170.246,2,0.1333,0.9368,1.0,1.0,1.0,0.8707
185.128.55.132,185.206.157.62,2,0.1667,0.8953,1.0,1.0,0.6667,0.8707
185.114.48.53,185.213.252.147,2,0.1333,0.9362,1.0,1.0,1.0,0.8706
103.207.126.123,103.95.90.226,3,0.1304,0.9615,1.0,1.0,1.0,0.8706
185.20.40.68,185.56.177.59,2,0.1429,0.9282,1.0,1.0,0.9,0.8706
103.108.61.170,103.97.237.124,2,0.1333,0.9361,1.0,1.0,1.0,0.8706
103.152.193.4,103.192.195.172,3,0.1364,0.9622,1.0,1.0,0.9295,0.8705
103.109.133.196,103.66.227.76,2,0.1429,0.9119,1.0,1.0,0.9207,0.8705
185.164.187.233,185.71.48.214,2,0.1538,0.8308,1.0,1.0,0.9,0.8704
103.153.181.18,103.237.157.23,3,0.1364,0.9625,1.0,1.0,0.9286,0.8704
185.171.194.97,185.26.103.159,2,0.1429,0.9459,1.0,1.0,0.875,0.8704
103.167.145.128,103.79.52.86,2,0.1429,0.8765,1.0,1.0,0.9667,0.8703
103.63.112.65,103.70.50.31,3,0.1429,0.967,1.0,1.0,0.8462,0.8703
103.37.176.209,103.89.199.84,2,0.1429,0.8508,1.0,1.0,1.0,0.8702
103.110.148.1,103.144.148.160,2,0.1333,0.9772,1.0,1.0,0.9429,0.8702
103.173.148.92,103.237.195.117,3,0.1304,0.9592,1.0,1.0,1.0,0.8701
103.162.168.7,103.214.76.75,3,0.1304,0.9587,1.0,1.0,1.0,0.87
103.70.183.129,103.85.120.170,2,0.1333,0.9331,1.0,1.0,1.0,0.87
103.142.138.102,103.54.29.96,3,0.1429,0.9184,1.0,1.0,0.9091,0.87
185.237.182.122,185.54.92.42,2,0.1333,0.9333,1.0,1.0,1.0,0.87
103.123.46.79,103.163.164.32,2,0.1429,0.9996,1.0,1.0,0.8,0.8699
103.101.29.221,103.115.247.106,2,0.1429,0.9567,1.0,1.0,0.8571,0.8699
103.153.211.251,103.94.135.106,3,0.1429,0.9644,1.0,1.0,0.8462,0.8698
103.154.140.55,103.162.198.210,2,0.1429,0.8484,1.0,1.0,1.0,0.8697
103.145.251.25,103.33.209.206,2,0.1333,0.9318,1.0,1.0,1.0,0.8697
103.119.87.208,103.234.100.228,3,0.15,0.861,1.0,1.0,0.9,0.8697
103.113.98.112,103.196.110.189,2,0.1333,0.964,1.0,1.0,0.9571,0.8697
103.39.222.201,103.87.61.251,3,0.1304,0.9654,1.0,1.0,0.9881,0.8696
103.61.203.179,103.82.107.178,3,0.1304,0.9654,1.0,1.0,0.9881,0.8696
185.111.13.75,185.69.150.135,2,0.1429,0.9232,1.0,1.0,0.9,0.8696
103.35.203.217,103.37.176.209,2,0.1333,0.931,1.0,1.0,1.0,0.8695
185.208.14.213,185.209.140.250,2,0.1333,0.931,1.0,1.0,1.0,0.8695
185.126.249.175,185.203.219.110,2,0.1333,0.9303,1.0,1.0,1.0,0.8694
103.47.170.39,103.96.237.173,2,0.1333,0.9304,1.0,1.0,1.0,0.8694
103.220.71.236,103.242.25.153,3,0.1364,0.9616,1.0,1.0,0.9231,0.8694
103.142.35.228,103.23.177.133,3,0.1304,0.955,1.0,1.0,1.0,0.8693
103.188.48.65,103.86.24.147,2,0.1333,0.998,1.0,1.0,0.9091,0.8693
103.138.217.155,103.164.2.148,3,0.1364,0.9032,1.0,1.0,1.0,0.8693
185.200.76.122,185.24.199.124,2,0.1429,0.9531,1.0,1.0,0.8571,0.8692
103.193.67.27,103.52.10.178,2,0.1333,0.9293,1.0,1.0,1.0,0.8692
103.153.181.18,103.74.83.178,2,0.1333,0.9289,1.0,1.0,1.0,0.8691
103.174.79.128,103.43.97.169,2,0.1333,0.9286,1.0,1.0,1.0,0.8691
103.149.178.61,103.158.80.157,2,0.1333,0.9282,1.0,1.0,1.0,0.869
185.131.223.67,185.214.253.81,2,0.1333,0.9282,1.0,1.0,1.0,0.869
185.70.28.9,185.94.116.159,2,0.1429,0.9698,1.0,1.0,0.8333,0.869
103.144.148.160,103.247.23.181,2,0.1429,0.9524,1.0,1.0,0.8571,0.869
185.135.125.129,185.161.30.79,2,0.1429,0.8451,1.0,1.0,1.0,0.869
185.137.235.20,185.163.182.9,2,0.1429,0.9697,1.0,1.0,0.8333,0.8689
103.81.216.8,103.92.91.230,3,0.1364,0.901,1.0,1.0,1.0,0.8688
103.195.146.158,103.86.179.100,3,0.1304,0.9529,1.0,1.0,1.0,0.8688
185.180.176.122,185.31.17.78,2,0.1429,0.9187,1.0,1.0,0.9,0.8687
185.128.71.14,185.55.210.114,1,0.125,0.9995,1.0,1.0,1.0,0.8687
103.33.209.206,103.83.238.205,2,0.125,0.9998,1.0,1.0,1.0,0.8687
103.210.10.200,103.61.177.73,2,0.1333,0.9998,1.0,1.0,0.9028,0.8687
185.141.254.223,185.47.47.214,2,0.125,0.9994,1.0,1.0,1.0,0.8686
103.237.14.29,103.46.197.224,2,0.125,0.9994,1.0,1.0,1.0,0.8686
185.209.140.250,185.47.47.214,2,0.1429,0.9263,1.0,1.0,0.8889,0.8686
185.163.190.119,185.213.235.36,2,0.1538,0.7469,1.0,1.0,1.0,0.8686
103.228.76.16,103.47.170.39,2,0.1333,0.9947,1.0,1.0,0.9091,0.8686
103.108.170.49,103.197.85.108,3,0.1364,0.8991,1.0,1.0,1.0,0.8685
185.171.194.97,185.214.253.81,2,0.1429,0.9365,1.0,1.0,0.875,0.8685
103.133.247.177,103.166.241.191,3,0.1364,0.9674,1.0,1.0,0.9091,0.8685
103.144.11.82,103.214.10.166,3,0.1304,0.9511,1.0,1.0,1.0,0.8685
185.123.32.60,185.24.199.124,2,0.125,0.9987,1.0,1.0,1.0,0.8685
103.185.165.182,103.79.86.70,2,0.125,0.9982,1.0,1.0,1.0,0.8684
103.161.243.39,103.225.237.93,2,0.125,0.9983,1.0,1.0,1.0,0.8684
103.12.173.3,103.29.218.201,2,0.125,0.998,1.0,1.0,1.0,0.8684
103.115.26.135,103.177.171.134,2,0.125,0.9984,1.0,1.0,1.0,0.8684
103.144.148.160,103.67.48.109,2,0.1429,0.949,1.0,1.0,0.8571,0.8684
103.176.152.228,103.86.85.236,2,0.1429,0.925,1.0,1.0,0.8889,0.8683
103.179.178.180,103.22.141.103,3,0.1304,0.9504,1.0,1.0,1.0,0.8683
185.133.87.177,185.190.82.251,2,0.1429,0.8415,1.0,1.0,1.0,0.8683
103.225.107.40,103.241.194.163,2,0.125,0.9979,1.0,1.0,1.0,0.8683
103.206.110.178,103.25.67.245,3,0.1364,0.9025,1.0,1.0,0.9936,0.8682
185.56.102.103,185.93.143.185,2,0.1429,0.9658,1.0,1.0,0.8333,0.8682
185.23.73.89,185.94.249.242,2,0.1429,0.9236,1.0,1.0,0.8889,0.8681
185.123.253.125,185.133.87.177,2,0.125,0.9969,1.0,1.0,1.0,0.8681
185.111.24.84,185.71.48.214,2,0.1429,0.9154,1.0,1.0,0.9,0.8681
103.209.72.120,103.96.252.97,2,0.125,0.9961,1.0,1.0,1.0,0.868
185.191.246.23,185.238.110.49,2,0.125,0.9961,1.0,1.0,1.0,0.868
103.184.225.82,103.48.190.149,2,0.1333,0.9554,1.0,1.0,0.9571,0.868
185.102.224.81,185.26.103.159,2,0.125,0.9961,1.0,1.0,1.0,0.868
185.23.73.89,185.71.48.214,2,0.1333,0.9979,1.0,1.0,0.9,0.8679
103.197.135.252,103.22.232.79,2,0.1333,0.9335,1.0,1.0,0.9861,0.8679
103.31.33.130,103.85.120.170,2,0.125,0.9953,1.0,1.0,1.0,0.8678
103.149.178.61,103.21.27.190,2,0.125,0.995,1.0,1.0,1.0,0.8678
185.215.4.136,185.39.132.50,1,0.125,0.9951,1.0,1.0,1.0,0.8678
103.173.239.190,103.209.72.120,2,0.1429,0.8392,1.0,1.0,1.0,0.8678
185.107.236.234,185.78.105.29,2,0.1333,0.9974,1.0,1.0,0.9,0.8678
103.107.21.200,103.197.85.108,2,0.125,0.9945,1.0,1.0,1.0,0.8677
103.105.48.219,103.60.125.102,3,0.125,0.9943,1.0,1.0,1.0,0.8676
103.155.202.88,103.198.212.98,2,0.1333,0.9209,1.0,1.0,1.0,0.8675
103.187.188.105,103.241.121.147,2,0.125,0.9935,1.0,1.0,1.0,0.8675
185.235.206.122,185.86.59.124,2,0.1429,0.9446,1.0,1.0,0.8571,0.8675
103.131.192.243,103.39.181.116,2,0.125,0.9939,1.0,1.0,1.0,0.8675
103.144.12.66,103.213.28.84,2,0.125,0.9938,1.0,1.0,1.0,0.8675
103.189.61.125,103.53.73.197,3,0.1364,0.9519,1.0,1.0,0.9231,0.8675
185.133.189.166,185.23.173.126,2,0.1429,0.9627,1.0,1.0,0.8333,0.8675
103.110.119.198,103.124.246.102,3,0.125,0.9936,1.0,1.0,1.0,0.8675
103.153.158.189,103.70.96.116,2,0.125,0.9934,1.0,1.0,1.0,0.8674
103.206.183.14,103.237.14.29,2,0.125,0.993,1.0,1.0,1.0,0.8674
